merchant_id,amount,currency,transaction_type,payment_method,customer_id,category,created_at,hour,day_of_week,status
merchant_techhive,1020.29,USD,payment,wallet,customer_3288,travel,2026-07-30T06:40:30+00:00,6,3,pending
merchant_swiftgear,1673.78,EUR,payment,card,customer_4935,electronics,2026-08-06T00:47:11+00:00,0,3,successful
merchant_pixel_studio,12.71,INR,payment,wallet,customer_7163,groceries,2026-08-15T04:18:07+00:00,4,5,pending
merchant_daily_grind_cafe,1901.78,EUR,chargeback,netbanking,customer_3009,food_delivery,2026-08-24T00:34:05+00:00,0,0,successful
merchant_bluewave,879.75,USD,payment,netbanking,customer_5488,office_supplies,2026-08-05T12:06:01+00:00,12,2,successful
merchant_freshbite,185.09,EUR,expense,upi,customer_2708,office_supplies,2026-08-25T11:27:07+00:00,11,1,successful
merchant_daily_grind_cafe,456.76,INR,payment,upi,customer_9631,software_subscription,2026-08-18T06:40:19+00:00,6,1,successful
merchant_pixel_studio,2379.29,USD,refund,upi,customer_7996,marketing,2026-08-01T06:40:14+00:00,6,5,failed
merchant_swiftgear,537.46,INR,payment,card,customer_6290,utilities,2026-08-09T02:21:04+00:00,2,6,successful
merchant_techhive,612.34,INR,expense,card,customer_5006,food_delivery,2026-08-08T04:27:05+00:00,4,5,failed
merchant_swiftgear,703.02,USD,payment,wallet,customer_1296,software_subscription,2026-07-30T17:50:27+00:00,17,3,successful
merchant_bluewave,1179.55,USD,payment,upi,customer_9701,office_supplies,2026-08-07T03:02:28+00:00,3,4,successful
merchant_urbancart,399.32,INR,payment,card,customer_6204,office_supplies,2026-08-24T05:57:56+00:00,5,0,successful
merchant_daily_grind_cafe,619.84,USD,payment,wallet,customer_5604,marketing,2026-08-18T13:08:55+00:00,13,1,successful
merchant_bluewave,1730.84,INR,payment,card,customer_5834,food_delivery,2026-08-05T11:14:37+00:00,11,2,successful
merchant_swiftgear,47.82,EUR,payment,bank_transfer,customer_5745,software_subscription,2026-08-23T10:34:59+00:00,10,6,failed
merchant_greenleaf,1909.79,EUR,payment,upi,customer_4017,travel,2026-08-03T02:45:32+00:00,2,0,successful
merchant_greenleaf,1585.61,EUR,payment,upi,customer_7994,food_delivery,2026-08-14T00:06:45+00:00,0,4,successful
merchant_urbancart,1524.58,EUR,payment,card,customer_4111,food_delivery,2026-08-12T05:46:33+00:00,5,2,successful
merchant_urbancart,1167.8,USD,expense,upi,customer_8447,utilities,2026-08-03T13:06:38+00:00,13,0,failed
merchant_techhive,1513.11,INR,payment,netbanking,customer_8517,groceries,2026-08-03T03:03:05+00:00,3,0,successful
merchant_swiftgear,764.25,USD,expense,bank_transfer,customer_7593,utilities,2026-08-07T20:27:06+00:00,20,4,failed
merchant_urbancart,1230.37,EUR,payment,netbanking,customer_5895,travel,2026-08-11T11:01:34+00:00,11,1,successful
merchant_swiftgear,320.52,INR,expense,wallet,customer_1826,marketing,2026-08-25T22:39:13+00:00,22,1,successful
merchant_freshbite,1196.9,INR,payment,netbanking,customer_8728,utilities,2026-07-29T15:25:49+00:00,15,2,successful
merchant_greenleaf,807.76,INR,refund,wallet,customer_6519,marketing,2026-08-08T17:02:45+00:00,17,5,successful
merchant_urbancart,1323.53,INR,payment,upi,customer_1487,food_delivery,2026-08-21T22:38:08+00:00,22,4,successful
merchant_daily_grind_cafe,164.04,INR,refund,upi,customer_9301,utilities,2026-08-22T23:41:31+00:00,23,5,failed
merchant_freshbite,1013.55,INR,payment,bank_transfer,customer_1323,electronics,2026-08-21T07:18:12+00:00,7,4,successful
merchant_greenleaf,2448.47,INR,payment,upi,customer_5701,utilities,2026-08-23T04:57:32+00:00,4,6,pending
merchant_greenleaf,1416.93,USD,payment,bank_transfer,customer_3955,food_delivery,2026-08-23T13:40:43+00:00,13,6,pending
merchant_swiftgear,652.72,INR,payment,netbanking,customer_4034,software_subscription,2026-08-20T19:59:54+00:00,19,3,successful
merchant_swiftgear,1217.87,EUR,payment,wallet,customer_4019,travel,2026-08-26T19:45:49+00:00,19,2,successful
merchant_swiftgear,1464.53,EUR,payment,card,customer_8566,travel,2026-08-19T16:54:19+00:00,16,2,successful
merchant_freshbite,2333.22,EUR,refund,wallet,customer_4636,travel,2026-08-19T11:04:40+00:00,11,2,successful
merchant_techhive,1059.51,EUR,payment,bank_transfer,customer_6674,electronics,2026-08-20T19:30:36+00:00,19,3,successful
merchant_bluewave,1310.31,INR,payment,upi,customer_2696,electronics,2026-08-10T07:47:11+00:00,7,0,successful
merchant_pixel_studio,902.32,INR,payment,wallet,customer_3593,food_delivery,2026-08-18T23:04:41+00:00,23,1,successful
merchant_freshbite,283.69,EUR,expense,card,customer_8047,food_delivery,2026-08-07T14:21:27+00:00,14,4,successful
merchant_pixel_studio,563.35,INR,payment,netbanking,customer_1476,utilities,2026-08-23T06:29:46+00:00,6,6,successful
merchant_daily_grind_cafe,1601.81,INR,payment,netbanking,customer_3581,office_supplies,2026-08-21T16:26:01+00:00,16,4,successful
merchant_greenleaf,423.57,USD,refund,upi,customer_5005,office_supplies,2026-08-13T11:17:19+00:00,11,3,successful
merchant_greenleaf,880.09,USD,payment,card,customer_2977,utilities,2026-08-03T19:36:18+00:00,19,0,successful
merchant_daily_grind_cafe,761.34,INR,payment,wallet,customer_9116,utilities,2026-08-15T00:40:26+00:00,0,5,successful
merchant_greenleaf,441.71,USD,refund,netbanking,customer_6164,food_delivery,2026-08-25T03:26:57+00:00,3,1,successful
merchant_pixel_studio,1925.59,INR,payment,bank_transfer,customer_1536,office_supplies,2026-08-11T19:54:42+00:00,19,1,pending
merchant_bluewave,2442.24,INR,payment,card,customer_2343,utilities,2026-08-08T12:06:12+00:00,12,5,successful
merchant_daily_grind_cafe,1150.71,EUR,payment,netbanking,customer_1479,travel,2026-08-14T12:41:48+00:00,12,4,successful
merchant_daily_grind_cafe,2212.59,EUR,payment,bank_transfer,customer_7340,software_subscription,2026-08-01T17:06:40+00:00,17,5,successful
merchant_bluewave,1963.27,USD,payment,netbanking,customer_1349,utilities,2026-08-17T20:03:40+00:00,20,0,successful
merchant_greenleaf,2258.91,INR,payment,upi,customer_7510,utilities,2026-07-29T08:34:44+00:00,8,2,successful
merchant_daily_grind_cafe,525.39,EUR,payment,card,customer_8884,office_supplies,2026-08-22T20:14:05+00:00,20,5,successful
merchant_bluewave,1114.57,INR,payment,wallet,customer_8784,food_delivery,2026-08-16T15:22:43+00:00,15,6,successful
merchant_pixel_studio,1677.02,USD,payment,card,customer_9725,utilities,2026-08-08T16:10:23+00:00,16,5,pending
merchant_techhive,2236.95,EUR,chargeback,card,customer_4960,software_subscription,2026-07-29T04:56:53+00:00,4,2,failed
merchant_daily_grind_cafe,394.3,USD,expense,wallet,customer_2356,software_subscription,2026-08-19T21:39:07+00:00,21,2,successful
merchant_urbancart,446.21,EUR,payment,card,customer_1945,office_supplies,2026-08-21T17:07:54+00:00,17,4,successful
merchant_greenleaf,1468.82,INR,refund,upi,customer_5838,office_supplies,2026-07-30T13:46:15+00:00,13,3,failed
merchant_urbancart,1235.35,EUR,payment,bank_transfer,customer_3007,software_subscription,2026-08-21T06:40:36+00:00,6,4,pending
merchant_bluewave,1701.67,INR,payment,card,customer_6228,electronics,2026-08-04T03:57:47+00:00,3,1,successful
merchant_urbancart,1229.02,USD,refund,upi,customer_8323,travel,2026-08-10T14:12:21+00:00,14,0,successful
merchant_techhive,197.84,USD,payment,upi,customer_2371,travel,2026-08-25T23:46:50+00:00,23,1,successful
merchant_urbancart,1008.43,INR,payment,upi,customer_4332,food_delivery,2026-07-30T22:36:39+00:00,22,3,successful
merchant_bluewave,1399.16,USD,payment,card,customer_4864,utilities,2026-08-04T03:38:43+00:00,3,1,successful
merchant_greenleaf,2102.78,INR,payment,card,customer_5730,electronics,2026-08-06T01:51:44+00:00,1,3,successful
merchant_urbancart,302.62,USD,payment,bank_transfer,customer_1221,software_subscription,2026-07-29T16:48:40+00:00,16,2,successful
merchant_techhive,2413.28,INR,payment,netbanking,customer_5288,marketing,2026-08-17T02:36:36+00:00,2,0,failed
merchant_swiftgear,1690.35,USD,expense,wallet,customer_9422,office_supplies,2026-08-10T04:14:08+00:00,4,0,successful
merchant_greenleaf,1875.7,INR,payment,upi,customer_2028,food_delivery,2026-08-19T01:51:39+00:00,1,2,successful
merchant_urbancart,2425.53,USD,payment,wallet,customer_3031,groceries,2026-08-01T00:00:10+00:00,0,5,successful
merchant_greenleaf,409.3,EUR,payment,netbanking,customer_9747,software_subscription,2026-08-04T22:35:20+00:00,22,1,pending
merchant_swiftgear,2129.51,EUR,refund,bank_transfer,customer_8618,travel,2026-08-16T15:27:05+00:00,15,6,failed
merchant_swiftgear,1497.24,USD,payment,upi,customer_1414,groceries,2026-08-21T13:58:48+00:00,13,4,successful
merchant_greenleaf,1689.15,EUR,payment,card,customer_6724,food_delivery,2026-08-17T20:44:10+00:00,20,0,successful
merchant_urbancart,2234.11,USD,payment,bank_transfer,customer_6657,marketing,2026-08-18T22:35:03+00:00,22,1,failed
merchant_bluewave,1686.13,EUR,payment,upi,customer_9913,software_subscription,2026-08-08T03:10:49+00:00,3,5,pending
merchant_freshbite,228.5,EUR,payment,netbanking,customer_5404,software_subscription,2026-07-28T12:50:27+00:00,12,1,successful
merchant_freshbite,588.7,USD,payment,upi,customer_1513,office_supplies,2026-08-07T00:58:14+00:00,0,4,successful
merchant_greenleaf,1027.59,INR,payment,bank_transfer,customer_2191,office_supplies,2026-08-03T23:15:58+00:00,23,0,successful
merchant_swiftgear,1017.91,EUR,payment,wallet,customer_9291,food_delivery,2026-08-21T18:27:04+00:00,18,4,successful
merchant_pixel_studio,1507.92,INR,refund,bank_transfer,customer_8165,marketing,2026-08-23T04:42:25+00:00,4,6,successful
merchant_bluewave,1004.53,USD,payment,wallet,customer_5031,electronics,2026-08-15T18:42:56+00:00,18,5,failed
merchant_freshbite,328.37,INR,payment,upi,customer_9124,food_delivery,2026-08-14T03:11:07+00:00,3,4,pending
merchant_freshbite,914.04,INR,payment,upi,customer_6856,office_supplies,2026-08-21T21:34:57+00:00,21,4,successful
merchant_freshbite,742.14,USD,payment,wallet,customer_4454,food_delivery,2026-08-06T15:46:53+00:00,15,3,successful
merchant_freshbite,2120.52,EUR,payment,bank_transfer,customer_2242,marketing,2026-08-09T05:47:01+00:00,5,6,successful
merchant_pixel_studio,2194.95,EUR,payment,bank_transfer,customer_7838,marketing,2026-08-15T20:19:15+00:00,20,5,successful
merchant_greenleaf,119.64,EUR,payment,netbanking,customer_5187,software_subscription,2026-08-01T00:26:49+00:00,0,5,successful
merchant_techhive,1932.08,INR,payment,netbanking,customer_9691,travel,2026-08-07T09:49:25+00:00,9,4,successful
merchant_pixel_studio,2421.94,EUR,refund,upi,customer_9155,software_subscription,2026-07-29T16:30:55+00:00,16,2,successful
merchant_bluewave,1146.14,EUR,payment,card,customer_7918,food_delivery,2026-08-01T17:57:06+00:00,17,5,failed
merchant_techhive,467.17,USD,refund,bank_transfer,customer_4869,marketing,2026-08-18T00:31:51+00:00,0,1,pending
merchant_urbancart,488.81,USD,payment,card,customer_6784,utilities,2026-08-22T11:17:28+00:00,11,5,successful
merchant_techhive,453.83,USD,payment,wallet,customer_3875,office_supplies,2026-07-31T18:30:44+00:00,18,4,successful
merchant_freshbite,813.26,INR,payment,bank_transfer,customer_2569,travel,2026-07-27T20:54:57+00:00,20,0,successful
merchant_freshbite,834.05,INR,chargeback,card,customer_5344,marketing,2026-08-15T07:59:05+00:00,7,5,successful
merchant_bluewave,1511.51,INR,expense,card,customer_7612,utilities,2026-08-22T02:28:59+00:00,2,5,successful
merchant_daily_grind_cafe,1823.51,EUR,expense,upi,customer_5648,office_supplies,2026-08-22T09:24:37+00:00,9,5,pending
merchant_greenleaf,2407.6,INR,payment,upi,customer_2126,electronics,2026-08-09T07:18:04+00:00,7,6,successful
merchant_pixel_studio,698.54,USD,payment,wallet,customer_5607,software_subscription,2026-08-03T21:55:04+00:00,21,0,successful
merchant_daily_grind_cafe,177.45,USD,expense,wallet,customer_2194,office_supplies,2026-08-22T00:32:56+00:00,0,5,successful
merchant_urbancart,1641.46,INR,payment,bank_transfer,customer_7318,groceries,2026-08-03T11:08:25+00:00,11,0,failed
merchant_bluewave,490.35,USD,payment,wallet,customer_9263,food_delivery,2026-08-25T01:35:43+00:00,1,1,pending
merchant_swiftgear,1368.61,INR,payment,wallet,customer_4560,marketing,2026-07-28T23:08:16+00:00,23,1,successful
merchant_pixel_studio,2335.28,INR,payment,bank_transfer,customer_5021,electronics,2026-08-18T10:47:35+00:00,10,1,failed
merchant_daily_grind_cafe,16.95,USD,expense,bank_transfer,customer_7256,marketing,2026-08-13T02:29:13+00:00,2,3,pending
merchant_swiftgear,439.09,EUR,refund,wallet,customer_2509,travel,2026-08-03T20:38:44+00:00,20,0,successful
merchant_techhive,2335.32,EUR,payment,bank_transfer,customer_4383,food_delivery,2026-08-23T23:11:27+00:00,23,6,successful
merchant_bluewave,1086.68,USD,payment,netbanking,customer_9207,office_supplies,2026-08-03T11:19:41+00:00,11,0,failed
merchant_urbancart,695.39,EUR,payment,bank_transfer,customer_2985,utilities,2026-08-23T20:56:39+00:00,20,6,successful
merchant_urbancart,474.67,USD,payment,netbanking,customer_7517,marketing,2026-08-17T18:57:22+00:00,18,0,successful
merchant_daily_grind_cafe,2174.89,EUR,payment,netbanking,customer_1156,marketing,2026-07-30T03:49:10+00:00,3,3,successful
merchant_daily_grind_cafe,2432.84,EUR,expense,wallet,customer_6348,utilities,2026-08-16T22:05:35+00:00,22,6,successful
merchant_bluewave,894.59,EUR,payment,card,customer_7048,travel,2026-08-15T12:49:20+00:00,12,5,successful
merchant_bluewave,412.07,USD,expense,wallet,customer_9097,marketing,2026-08-08T23:42:05+00:00,23,5,successful
merchant_swiftgear,1418.47,EUR,payment,bank_transfer,customer_8721,utilities,2026-08-09T12:05:44+00:00,12,6,failed
merchant_greenleaf,335.66,USD,payment,card,customer_4195,food_delivery,2026-08-05T06:56:05+00:00,6,2,pending
merchant_bluewave,2102.89,INR,refund,netbanking,customer_1777,marketing,2026-08-18T20:57:30+00:00,20,1,successful
merchant_freshbite,481.92,USD,payment,netbanking,customer_2323,software_subscription,2026-08-10T15:59:14+00:00,15,0,successful
merchant_urbancart,587.67,EUR,payment,upi,customer_1500,food_delivery,2026-08-25T22:42:12+00:00,22,1,successful
merchant_bluewave,2343.58,EUR,payment,bank_transfer,customer_9903,food_delivery,2026-08-06T07:17:42+00:00,7,3,successful
merchant_freshbite,953.04,EUR,payment,card,customer_9791,groceries,2026-08-09T05:02:53+00:00,5,6,successful
merchant_bluewave,124.56,USD,payment,upi,customer_1190,marketing,2026-08-03T07:06:44+00:00,7,0,pending
merchant_freshbite,1718.31,USD,payment,card,customer_3380,travel,2026-08-02T21:03:49+00:00,21,6,successful
merchant_swiftgear,778.26,EUR,payment,wallet,customer_8798,office_supplies,2026-08-22T05:21:29+00:00,5,5,successful
merchant_pixel_studio,1739.21,EUR,expense,wallet,customer_8436,groceries,2026-08-05T00:26:47+00:00,0,2,successful
merchant_bluewave,2262.27,USD,expense,bank_transfer,customer_3263,office_supplies,2026-08-23T06:46:25+00:00,6,6,pending
merchant_urbancart,1862.4,INR,payment,netbanking,customer_4765,electronics,2026-08-03T06:10:29+00:00,6,0,successful
merchant_urbancart,2428.45,USD,payment,netbanking,customer_3471,office_supplies,2026-08-14T14:51:25+00:00,14,4,failed
merchant_swiftgear,1270.52,USD,payment,wallet,customer_2075,travel,2026-08-01T01:16:25+00:00,1,5,successful
merchant_techhive,259.98,EUR,payment,card,customer_8005,utilities,2026-08-03T08:00:00+00:00,8,0,successful
merchant_techhive,1067.79,EUR,payment,wallet,customer_3775,travel,2026-08-25T07:30:30+00:00,7,1,successful
merchant_daily_grind_cafe,1181.76,EUR,expense,bank_transfer,customer_1244,food_delivery,2026-08-05T23:08:17+00:00,23,2,pending
merchant_urbancart,893.93,INR,payment,bank_transfer,customer_2208,travel,2026-07-29T00:35:26+00:00,0,2,failed
merchant_daily_grind_cafe,558.52,INR,payment,netbanking,customer_9770,marketing,2026-07-28T01:28:34+00:00,1,1,successful
merchant_daily_grind_cafe,1269.97,INR,payment,wallet,customer_1230,food_delivery,2026-08-01T00:33:46+00:00,0,5,successful
merchant_daily_grind_cafe,1257.21,USD,payment,netbanking,customer_8661,office_supplies,2026-08-23T06:45:55+00:00,6,6,pending
merchant_bluewave,527.02,USD,refund,card,customer_6288,travel,2026-08-08T02:49:57+00:00,2,5,failed
merchant_urbancart,1385.78,EUR,payment,netbanking,customer_4686,travel,2026-07-31T00:56:14+00:00,0,4,successful
merchant_pixel_studio,1731.67,USD,expense,upi,customer_6331,electronics,2026-08-01T08:09:36+00:00,8,5,pending
merchant_daily_grind_cafe,698.87,USD,chargeback,wallet,customer_7702,marketing,2026-08-07T16:33:53+00:00,16,4,successful
merchant_daily_grind_cafe,62.2,EUR,payment,bank_transfer,customer_3120,marketing,2026-08-05T09:12:57+00:00,9,2,pending
merchant_greenleaf,1996.8,EUR,payment,bank_transfer,customer_2366,software_subscription,2026-07-29T12:46:32+00:00,12,2,failed
merchant_daily_grind_cafe,2083.04,USD,refund,card,customer_4413,software_subscription,2026-08-14T13:59:16+00:00,13,4,successful
merchant_freshbite,903.13,USD,payment,wallet,customer_4210,software_subscription,2026-08-20T19:46:15+00:00,19,3,successful
merchant_daily_grind_cafe,210.26,INR,payment,netbanking,customer_8870,electronics,2026-08-16T12:54:32+00:00,12,6,successful
merchant_urbancart,2049.39,EUR,expense,card,customer_7630,electronics,2026-08-26T17:46:59+00:00,17,2,successful
merchant_urbancart,332.26,EUR,payment,upi,customer_1103,food_delivery,2026-07-29T23:35:43+00:00,23,2,successful
merchant_greenleaf,1178.96,INR,payment,card,customer_4202,software_subscription,2026-08-25T23:55:22+00:00,23,1,successful
merchant_techhive,1957.91,INR,refund,netbanking,customer_5475,travel,2026-08-02T12:29:21+00:00,12,6,successful
merchant_daily_grind_cafe,137.75,EUR,payment,wallet,customer_2181,marketing,2026-08-02T03:09:54+00:00,3,6,successful
merchant_pixel_studio,1428.74,USD,refund,upi,customer_4450,electronics,2026-08-18T00:34:05+00:00,0,1,successful
merchant_freshbite,353.59,USD,payment,bank_transfer,customer_9115,travel,2026-08-08T14:17:12+00:00,14,5,successful
merchant_swiftgear,1362.64,EUR,payment,bank_transfer,customer_8177,software_subscription,2026-08-20T01:27:46+00:00,1,3,pending
merchant_urbancart,876.55,EUR,refund,netbanking,customer_1806,office_supplies,2026-08-06T23:25:01+00:00,23,3,successful
merchant_bluewave,812.93,USD,expense,netbanking,customer_5324,office_supplies,2026-08-19T20:16:34+00:00,20,2,successful
merchant_greenleaf,218.46,EUR,refund,wallet,customer_3650,groceries,2026-08-12T20:22:30+00:00,20,2,pending
merchant_pixel_studio,1486.36,EUR,payment,upi,customer_4122,office_supplies,2026-08-25T13:35:09+00:00,13,1,successful
merchant_techhive,494.65,USD,payment,upi,customer_3224,travel,2026-08-20T21:19:10+00:00,21,3,successful
merchant_urbancart,2021.18,INR,chargeback,wallet,customer_2366,groceries,2026-08-01T00:57:56+00:00,0,5,failed
merchant_bluewave,40.0,EUR,expense,upi,customer_2902,groceries,2026-08-23T06:27:16+00:00,6,6,pending
merchant_freshbite,1220.53,USD,payment,netbanking,customer_2407,marketing,2026-08-19T05:01:06+00:00,5,2,pending
merchant_urbancart,1325.87,USD,expense,netbanking,customer_2313,travel,2026-07-29T12:47:40+00:00,12,2,successful
merchant_bluewave,984.88,USD,payment,card,customer_7739,software_subscription,2026-08-06T06:17:58+00:00,6,3,pending
merchant_bluewave,2159.06,USD,refund,netbanking,customer_8135,travel,2026-08-14T17:37:06+00:00,17,4,pending
merchant_swiftgear,641.0,USD,payment,upi,customer_3932,food_delivery,2026-08-24T01:02:11+00:00,1,0,successful
merchant_daily_grind_cafe,749.97,USD,payment,upi,customer_4712,marketing,2026-08-25T08:33:55+00:00,8,1,successful
merchant_bluewave,1832.23,INR,expense,card,customer_5527,groceries,2026-08-17T13:06:59+00:00,13,0,successful
merchant_swiftgear,70.87,INR,payment,card,customer_1278,travel,2026-08-13T04:15:01+00:00,4,3,successful
merchant_techhive,402.5,USD,payment,wallet,customer_6439,groceries,2026-08-10T00:47:02+00:00,0,0,successful
merchant_swiftgear,1103.88,USD,chargeback,bank_transfer,customer_1290,utilities,2026-07-28T15:02:50+00:00,15,1,pending
merchant_techhive,640.16,EUR,payment,netbanking,customer_3876,food_delivery,2026-08-23T08:14:59+00:00,8,6,successful
merchant_techhive,1269.05,INR,payment,wallet,customer_9422,electronics,2026-08-16T13:56:04+00:00,13,6,successful
merchant_pixel_studio,2281.48,USD,payment,bank_transfer,customer_4782,utilities,2026-08-09T21:28:11+00:00,21,6,failed
merchant_greenleaf,1847.46,EUR,payment,card,customer_8169,utilities,2026-07-30T17:31:00+00:00,17,3,successful
merchant_bluewave,1571.0,INR,payment,upi,customer_4529,office_supplies,2026-08-24T08:41:22+00:00,8,0,successful
merchant_freshbite,930.02,USD,expense,upi,customer_6660,utilities,2026-08-11T20:01:30+00:00,20,1,successful
merchant_greenleaf,38.01,USD,payment,netbanking,customer_6017,food_delivery,2026-08-05T04:08:52+00:00,4,2,successful
merchant_bluewave,670.09,USD,payment,wallet,customer_7286,marketing,2026-08-05T11:09:37+00:00,11,2,pending
merchant_freshbite,1555.05,INR,payment,wallet,customer_3041,office_supplies,2026-08-26T01:13:38+00:00,1,2,pending
merchant_techhive,2414.26,INR,refund,netbanking,customer_6231,marketing,2026-08-05T11:24:10+00:00,11,2,successful
merchant_urbancart,1347.27,EUR,expense,netbanking,customer_7394,marketing,2026-08-20T23:25:59+00:00,23,3,successful
merchant_techhive,70.32,USD,refund,card,customer_2619,software_subscription,2026-08-10T09:52:13+00:00,9,0,successful
merchant_urbancart,1368.76,INR,payment,upi,customer_8521,marketing,2026-08-18T05:11:35+00:00,5,1,successful
merchant_techhive,1756.73,EUR,payment,wallet,customer_1908,travel,2026-08-20T02:47:21+00:00,2,3,pending
merchant_greenleaf,2145.37,USD,expense,upi,customer_7937,software_subscription,2026-08-08T14:35:46+00:00,14,5,successful
merchant_greenleaf,1092.94,USD,payment,bank_transfer,customer_9851,food_delivery,2026-08-03T17:56:41+00:00,17,0,successful
merchant_pixel_studio,2208.25,USD,payment,upi,customer_9926,food_delivery,2026-08-20T06:52:30+00:00,6,3,failed
merchant_bluewave,1768.49,USD,chargeback,bank_transfer,customer_6925,food_delivery,2026-08-04T15:23:51+00:00,15,1,successful
merchant_bluewave,1129.94,USD,expense,upi,customer_1108,utilities,2026-08-12T22:45:45+00:00,22,2,successful
merchant_greenleaf,1719.71,USD,payment,upi,customer_3798,travel,2026-08-13T04:46:24+00:00,4,3,successful
merchant_swiftgear,723.83,USD,payment,bank_transfer,customer_1611,software_subscription,2026-08-04T16:14:02+00:00,16,1,successful
merchant_pixel_studio,2192.02,USD,refund,upi,customer_4928,groceries,2026-08-20T20:18:16+00:00,20,3,successful
merchant_swiftgear,334.63,EUR,refund,netbanking,customer_8200,food_delivery,2026-08-26T02:59:43+00:00,2,2,successful
merchant_greenleaf,380.12,USD,refund,wallet,customer_5011,electronics,2026-08-05T08:35:27+00:00,8,2,successful
merchant_swiftgear,1406.54,INR,refund,wallet,customer_4691,electronics,2026-08-03T02:41:30+00:00,2,0,successful
merchant_swiftgear,1993.47,USD,payment,upi,customer_3625,utilities,2026-08-17T00:31:03+00:00,0,0,successful
merchant_bluewave,2289.72,USD,payment,wallet,customer_8225,software_subscription,2026-08-08T22:56:03+00:00,22,5,successful
merchant_swiftgear,2411.67,USD,payment,netbanking,customer_3294,marketing,2026-08-02T11:14:15+00:00,11,6,pending
merchant_pixel_studio,2149.81,INR,payment,card,customer_1015,electronics,2026-08-23T03:44:00+00:00,3,6,failed
merchant_daily_grind_cafe,1827.99,INR,payment,wallet,customer_6179,travel,2026-08-03T09:34:47+00:00,9,0,successful
merchant_daily_grind_cafe,2237.15,USD,chargeback,card,customer_4791,food_delivery,2026-08-13T08:26:44+00:00,8,3,successful
merchant_swiftgear,305.12,USD,payment,wallet,customer_9970,utilities,2026-08-08T02:19:25+00:00,2,5,failed
merchant_pixel_studio,1692.69,USD,payment,wallet,customer_2490,software_subscription,2026-08-04T22:31:31+00:00,22,1,successful
merchant_swiftgear,1718.67,EUR,payment,netbanking,customer_5795,office_supplies,2026-07-31T14:43:39+00:00,14,4,successful
merchant_daily_grind_cafe,1562.48,USD,payment,card,customer_8959,electronics,2026-08-10T01:09:14+00:00,1,0,successful
merchant_techhive,332.54,INR,payment,card,customer_4387,office_supplies,2026-08-25T15:57:43+00:00,15,1,successful
merchant_bluewave,372.96,EUR,payment,bank_transfer,customer_5517,groceries,2026-08-14T09:09:26+00:00,9,4,pending
merchant_daily_grind_cafe,1404.57,INR,refund,netbanking,customer_7412,marketing,2026-08-06T14:47:55+00:00,14,3,successful
merchant_pixel_studio,2106.33,EUR,payment,card,customer_4485,office_supplies,2026-08-08T02:07:28+00:00,2,5,successful
merchant_urbancart,1301.21,EUR,refund,bank_transfer,customer_8660,marketing,2026-08-18T01:29:42+00:00,1,1,successful
merchant_techhive,2267.01,USD,payment,wallet,customer_8448,food_delivery,2026-08-12T23:43:09+00:00,23,2,successful
merchant_swiftgear,357.94,USD,expense,netbanking,customer_6546,food_delivery,2026-08-06T03:42:35+00:00,3,3,successful
merchant_bluewave,1534.28,EUR,payment,upi,customer_3918,electronics,2026-08-15T03:42:34+00:00,3,5,successful
merchant_techhive,2412.83,EUR,payment,card,customer_6776,travel,2026-08-22T05:05:19+00:00,5,5,successful
merchant_techhive,1965.48,USD,payment,bank_transfer,customer_6159,travel,2026-08-26T11:56:37+00:00,11,2,failed
merchant_bluewave,1983.35,EUR,payment,bank_transfer,customer_8891,marketing,2026-07-30T07:21:26+00:00,7,3,successful
merchant_pixel_studio,141.71,INR,payment,netbanking,customer_8938,travel,2026-08-17T18:29:03+00:00,18,0,successful
merchant_greenleaf,972.91,INR,payment,upi,customer_9563,software_subscription,2026-08-12T19:51:02+00:00,19,2,successful
merchant_bluewave,862.41,USD,payment,bank_transfer,customer_2104,food_delivery,2026-08-11T23:27:35+00:00,23,1,successful
merchant_greenleaf,1897.88,EUR,expense,wallet,customer_8205,electronics,2026-08-16T11:09:32+00:00,11,6,successful
merchant_daily_grind_cafe,2485.61,USD,payment,wallet,customer_1550,marketing,2026-08-17T15:15:24+00:00,15,0,successful
merchant_daily_grind_cafe,375.67,INR,payment,card,customer_4869,food_delivery,2026-07-28T06:40:43+00:00,6,1,successful
merchant_urbancart,1459.44,INR,payment,upi,customer_9526,utilities,2026-07-28T05:39:12+00:00,5,1,successful
merchant_bluewave,1592.03,INR,expense,bank_transfer,customer_3171,utilities,2026-08-19T21:06:48+00:00,21,2,successful
merchant_pixel_studio,2292.16,EUR,payment,netbanking,customer_8769,marketing,2026-08-04T17:13:46+00:00,17,1,successful
merchant_greenleaf,777.28,EUR,payment,wallet,customer_4225,groceries,2026-08-18T14:54:26+00:00,14,1,successful
merchant_techhive,179.4,INR,payment,netbanking,customer_3291,groceries,2026-08-05T06:43:59+00:00,6,2,successful
merchant_bluewave,575.77,EUR,payment,card,customer_6771,food_delivery,2026-08-15T04:20:17+00:00,4,5,successful
merchant_freshbite,1524.61,USD,payment,wallet,customer_4221,software_subscription,2026-08-21T15:22:00+00:00,15,4,successful
merchant_freshbite,2191.81,INR,payment,upi,customer_2942,utilities,2026-08-02T18:12:11+00:00,18,6,successful
merchant_techhive,726.31,USD,chargeback,netbanking,customer_2190,travel,2026-08-13T11:18:25+00:00,11,3,successful
merchant_pixel_studio,1770.06,USD,payment,wallet,customer_8268,marketing,2026-08-09T06:08:41+00:00,6,6,failed
